github.com/AlDanial/cloc v 2.06  T=6.76 s (234.9 files/s, 27163.4 lines/s)
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
File                                                                                                                                                    blank        comment           code
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\MiscItem.cs                                                                                   1              0             10
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\MusicTrack.cs                                                                                 1              0             10
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\NpcFaceTintingLayer.cs                                                                        1              0             10
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\Part.cs                                                                                       1              0             10
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\PerkEntryPointModifyValue.cs                                                                  1              0             10
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\QuestLogEntry.cs                                                                              1              0             10
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\QuestObjective.cs                                                                             1              0             10
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\ScenePhaseFragment.cs                                                                         1              0             10
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\VoiceType.cs                                                                                  1              0             10
.\MunitionAutoPatcher\App.xaml                                                                                                                              0              2              9
.\MunitionAutoPatcher\Models\StrategyConfig.cs                                                                                                              1              3              9
.\MunitionAutoPatcher\Services\Interfaces\ILinkResolver.cs                                                                                                  0              0              9
.\MunitionAutoPatcher\Services\Interfaces\ILoadOrderService.cs                                                                                              2              3              9
.\MunitionAutoPatcher\Services\Interfaces\IWeaponsService.cs                                                                                                2              3              9
.\MunitionAutoPatcher\Views\MainWindow.xaml.cs                                                                                                              2              3              9
.\MunitionAutoPatcher\Views\MapperView.xaml.cs                                                                                                              2              3              9
.\MunitionAutoPatcher\Views\SettingsView.xaml.cs                                                                                                            2              3              9
.\MunitionAutoPatcher\obj\Release\net8.0\MunitionAutoPatcher.AssemblyInfo.cs                                                                                4              9              9
.\mutagen-tmp\Mutagen.Bethesda.Core\Archives\Bsa\BsaVersionType.cs                                                                                          1              0              9
.\mutagen-tmp\Mutagen.Bethesda.Core\Environments\DI\IDataDirectoryLookup.cs                                                                                 4             17              9
.\mutagen-tmp\Mutagen.Bethesda.Core\Extensions\ModKeyExt.cs                                                                                                 2              0              9
.\mutagen-tmp\Mutagen.Bethesda.Core\Fonts\DI\FontModule.cs                                                                                                  3              0              9
.\mutagen-tmp\Mutagen.Bethesda.Core\Fonts\IFontProvider.cs                                                                                                  5             15              9
.\mutagen-tmp\Mutagen.Bethesda.Core\Plugins\Aspects\CustomAspectInterface.cs                                                                                2              4              9
.\mutagen-tmp\Mutagen.Bethesda.Core\Plugins\Assets\AssetLinkCacheConstructionMixIn.cs                                                                       2              6              9
.\mutagen-tmp\Mutagen.Bethesda.Core\Plugins\Exceptions\MissingGameLibsException.cs                                                                          2              0              9
.\mutagen-tmp\Mutagen.Bethesda.Core\Plugins\Masters\DI\MastersModule.cs                                                                                     3              0              9
.\mutagen-tmp\Mutagen.Bethesda.Core\Plugins\Order\DI\TimestampedPluginListingsPreferences.cs                                                                2              0              9
.\mutagen-tmp\Mutagen.Bethesda.Core\Plugins\Order\OrderUtility.cs                                                                                           2              0              9
.\mutagen-tmp\Mutagen.Bethesda.Core\Plugins\Records\IFormLinkContainerGetter.cs                                                                             2             12              9
.\mutagen-tmp\Mutagen.Bethesda.Core\Plugins\Records\IFormVersionGetter.cs                                                                                   2              0              9
.\mutagen-tmp\Mutagen.Bethesda.Core\Plugins\Records\Mapping\InterfaceMappingResult.cs                                                                       3              0              9
.\mutagen-tmp\Mutagen.Bethesda.Core\Plugins\Records\MasterReference.xml                                                                                     0              0              9
.\mutagen-tmp\Mutagen.Bethesda.Core\Plugins\Records\RecordTypes.cs                                                                                          1              0              9
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Enums\BlendOperation.cs                                                                                             1              0              9
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Enums\SoundLevel.cs                                                                                                 1              0              9
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Enums\Stagger.cs                                                                                                    1              0              9
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Enums\TargetType.cs                                                                                                 1              0              9
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Interfaces\Aspect\IHasDestructible.cs                                                                               2              6              9
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Interfaces\Aspect\IHasIcons.cs                                                                                      2              6              9
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Interfaces\Aspect\IHaveVirtualMachineAdapter.cs                                                                     2              0              9
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Interfaces\Aspect\IScripted.cs                                                                                      2              6              9
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Common Subrecords\ActivateParents.cs                                                                        1              0              9
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Common Subrecords\FilterKeywordChance.xml                                                                   1              0              9
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Common Subrecords\Icons.xml                                                                                 0              0              9
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Common Subrecords\ObjectProperty.xml                                                                        0              0              9
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\AnimatedObject.xml                                                                            0              0              9
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\CloudLayer.cs                                                                                 5              0              9
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\CreateReferenceToObject.cs                                                                    1              0              9
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\DebrisModel.cs                                                                                1              0              9
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\Footstep.xml                                                                                  0              0              9
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\LocationReferenceType.xml                                                                     0              0              9
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\LockData.cs                                                                                   1              0              9
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\NavigationMesh.cs                                                                             1              0              9
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\PackIn.cs                                                                                     1              0              9
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\PackageDataBool.cs                                                                            3              0              9
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\PackageDataFloat.cs                                                                           3              0              9
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\PackageDataInt.cs                                                                             3              0              9
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\PackageDataLocation.cs                                                                        3              0              9
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\PackageDataObjectList.cs                                                                      3              0              9
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\PackageRoot.cs                                                                                1              0              9
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\PlacedObjectRadio.cs                                                                          1              0              9
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\RegionGrasses.cs                                                                              2              0              9
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\RegionLand.cs                                                                                 2              0              9
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\RegionMap.cs                                                                                  2              0              9
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\RegionObjects.cs                                                                              2              0              9
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\RegionSounds.cs                                                                               2              0              9
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\RegionWeather.cs                                                                              2              0              9
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\ShaderParticleGeometry.cs                                                                     1              0              9
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\Transform.cs                                                                                  2              0              9
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\VoiceType.xml                                                                                 0              0              9
.\.serena\project.yml                                                                                                                                       6             57              8
.\artifacts\RobCoPatcher.ini                                                                                                                                3              3              8
.\mutagen-tmp\Mutagen.Bethesda.Core\Assets\DI\AssetModule.cs                                                                                                2              0              8
.\mutagen-tmp\Mutagen.Bethesda.Core\Assets\DI\IAssetProvider.cs                                                                                             4             17              8
.\mutagen-tmp\Mutagen.Bethesda.Core\Environments\DI\EnvironmentsModule.cs                                                                                   2              0              8
.\mutagen-tmp\Mutagen.Bethesda.Core\Pex\Enums\PropertyFlags.cs                                                                                              1              0              8
.\mutagen-tmp\Mutagen.Bethesda.Core\Pex\PexUtils.cs                                                                                                         2              0              8
.\mutagen-tmp\Mutagen.Bethesda.Core\Plugins\Aspects\IKeywordCommon.cs                                                                                       3              6              8
.\mutagen-tmp\Mutagen.Bethesda.Core\Plugins\Assets\AssetLinkQuery.cs                                                                                        3              9              8
.\mutagen-tmp\Mutagen.Bethesda.Core\Plugins\Assets\IAssetLinkCache.cs                                                                                       2              0              8
.\mutagen-tmp\Mutagen.Bethesda.Core\Plugins\Binary\Streams\IMutagenReadStream.cs                                                                            4             18              8
.\mutagen-tmp\Mutagen.Bethesda.Core\Plugins\Binary\Translations\ColorBinaryType.cs                                                                          1              0              8
.\mutagen-tmp\Mutagen.Bethesda.Core\Plugins\IO\AssociatedModFileCategory.cs                                                                                 1              0              8
.\mutagen-tmp\Mutagen.Bethesda.Core\Plugins\Implicit\ImplicitBaseMasters.cs                                                                                 2              0              8
.\mutagen-tmp\Mutagen.Bethesda.Core\Plugins\Implicit\ImplicitListings.cs                                                                                    2              0              8
.\mutagen-tmp\Mutagen.Bethesda.Core\Plugins\Implicit\ImplicitRecordFormKeys.cs                                                                              2              0              8
.\mutagen-tmp\Mutagen.Bethesda.Core\Plugins\Meta\ObjectType.cs                                                                                              1             15              8
.\mutagen-tmp\Mutagen.Bethesda.Core\Plugins\Records\Quadrant.cs                                                                                             1              0              8
.\mutagen-tmp\Mutagen.Bethesda.Core\Translations\Binary\FloatIntegerType.cs                                                                                 1              0              8
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Enums\CastType.cs                                                                                                   1              0              8
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Enums\CombatReaction.cs                                                                                             1              0              8
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Enums\Level.cs                                                                                                      1              0              8
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Enums\Size.cs                                                                                                       1              0              8
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Common Subrecords\BipedBodyTemplate.xml                                                                     0              0              8
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Common Subrecords\BodyTemplate.xml                                                                          0              0              8
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\BodyData.cs                                                                                   1              0              8
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\DefaultObject.xml                                                                             0              0              8
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\Layer.xml                                                                                     0              0              8
.\MunitionAutoPatcher\Models\AmmoCategory.cs                                                                                                                1              3              7
.\MunitionAutoPatcher\Services\Interfaces\IPathService.cs                                                                                                   3             12              7
.\MunitionAutoPatcher\Services\Interfaces\IRobCoIniGenerator.cs                                                                                             2              3              7
.\MunitionAutoPatcher\Services\Interfaces\IWeaponOmodExtractor.cs                                                                                           3             10              7
.\mutagen-tmp\Mutagen.Bethesda.Core\Archives\Ba2\Ba2EntryType.cs                                                                                            1              0              7
.\mutagen-tmp\Mutagen.Bethesda.Core\Archives\IArchiveReader.cs                                                                                              2              9              7
.\mutagen-tmp\Mutagen.Bethesda.Core\Assets\IAssetType.cs                                                                                                    3              9              7
.\mutagen-tmp\Mutagen.Bethesda.Core\Environments\OutputModTrimming.cs                                                                                       1             10              7
.\mutagen-tmp\Mutagen.Bethesda.Core\Inis\DI\IniModule.cs                                                                                                    3              0              7
.\mutagen-tmp\Mutagen.Bethesda.Core\Installs\GameSource.cs                                                                                                  1              3              7
.\mutagen-tmp\Mutagen.Bethesda.Core\Pex\Enums\DebugFunctionType.cs                                                                                          1              0              7
.\mutagen-tmp\Mutagen.Bethesda.Core\Pex\Enums\FunctionFlags.cs                                                                                              1              0              7
.\mutagen-tmp\Mutagen.Bethesda.Core\Plugins\Binary\Parameters\ModKeyOption.cs                                                                               3             12              7
.\mutagen-tmp\Mutagen.Bethesda.Core\Plugins\Records\IMajorRecordQueryableGetter.cs                                                                          2              0              7
.\mutagen-tmp\Mutagen.Bethesda.Core\Strings\StringsSource.cs                                                                                                1              0              7
.\mutagen-tmp\Mutagen.Bethesda.Core\WPF\Reflection\Attributes\Ignore.cs                                                                                     1              0              7
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\.editorconfig                                                                                                       3              0              7
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Enums\ArmorType.cs                                                                                                  1              0              7
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Common Subrecords\ScriptFragmentsIndexed.cs                                                                 3              0              7
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\BipedObjectData.cs                                                                            2              0              7
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\Flora.cs                                                                                      1              0              7
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\MagicEffectBoundArchetype.cs                                                                  2              0              7
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\MagicEffectCloakArchetype.cs                                                                  2              0              7
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\MagicEffectEnhanceWeaponArchetype.cs                                                          2              0              7
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\MagicEffectGuideArchetype.cs                                                                  2              0              7
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\MagicEffectLightArchetype.cs                                                                  2              0              7
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\MagicEffectPeakValueModArchetype.cs                                                           2              0              7
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\MagicEffectSpawnHazardArchetype.cs                                                            2              0              7
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\MagicEffectSummonCreatureArchetype.cs                                                         2              0              7
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\PackageDataTopic.cs                                                                           3              0              7
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\Spell.cs                                                                                      1              0              7
.\mutagen-tmp\Mutagen.Bethesda.Kernel\Constants.cs                                                                                                          1              0              7
.\mutagen-tmp\Mutagen.Bethesda.Kernel\Plugins\MasterStyle.cs                                                                                                1              0              7
.\tests\WeaponDataExtractorTests\obj\Release\net8.0-windows\WeaponDataExtractor.Tests.GlobalUsings.g.cs                                                     0              1              7
.\MunitionAutoPatcher\Services\Interfaces\IAmmunitionChangeDetector.cs                                                                                      2             16              6
.\MunitionAutoPatcher\Services\Interfaces\ICandidateConfirmer.cs                                                                                            2              7              6
.\MunitionAutoPatcher\Services\Interfaces\ICandidateProvider.cs                                                                                             2              6              6
.\MunitionAutoPatcher\Services\Interfaces\IEspPatchService.cs                                                                                               2             10              6
.\mutagen-tmp\Mutagen.Bethesda.Core\Archives\IArchiveFolder.cs                                                                                              1              0              6
.\mutagen-tmp\Mutagen.Bethesda.Core\Installs\DI\InstallsModule.cs                                                                                           2              0              6
.\mutagen-tmp\Mutagen.Bethesda.Core\Installs\RegistryGameSource.cs                                                                                          1              0              6
.\mutagen-tmp\Mutagen.Bethesda.Core\Pex\Interfaces\IBinaryObject.cs                                                                                         1              0              6
.\mutagen-tmp\Mutagen.Bethesda.Core\Plugins\Binary\Overlay\FormVersionGetter.cs                                                                             2              0              6
.\mutagen-tmp\Mutagen.Bethesda.Core\Plugins\Binary\Parameters\FormIDCompactionOption.cs                                                                     2             10              6
.\mutagen-tmp\Mutagen.Bethesda.Core\Plugins\Binary\Parameters\FormIDUniquenessOption.cs                                                                     2              9              6
.\mutagen-tmp\Mutagen.Bethesda.Core\Plugins\Binary\Parameters\MastersListContentOption.cs                                                                   2             10              6
.\mutagen-tmp\Mutagen.Bethesda.Core\Plugins\Binary\Parameters\MastersListOrderingOption.cs                                                                  2             10              6
.\mutagen-tmp\Mutagen.Bethesda.Core\Plugins\Binary\Parameters\NextFormIDOption.cs                                                                           2              9              6
.\mutagen-tmp\Mutagen.Bethesda.Core\Plugins\Binary\Parameters\OverriddenFormsOption.cs                                                                      2              9              6
.\mutagen-tmp\Mutagen.Bethesda.Core\Plugins\Binary\Parameters\RecordCountOption.cs                                                                          2              9              6
.\mutagen-tmp\Mutagen.Bethesda.Core\Plugins\Cache\ResolveTarget.cs                                                                                          2              9              6
.\mutagen-tmp\Mutagen.Bethesda.Core\Plugins\Implicit\DI\ImplicitModule.cs                                                                                   2              0              6
.\mutagen-tmp\Mutagen.Bethesda.Core\Plugins\Implicit\ImplicitRegistration.cs                                                                                1              0              6
.\mutagen-tmp\Mutagen.Bethesda.Core\Plugins\Records\DI\RecordsModule.cs                                                                                     2              0              6
.\mutagen-tmp\Mutagen.Bethesda.Core\Plugins\Records\Loqui\IModRegistration.cs                                                                               2              0              6
.\mutagen-tmp\Mutagen.Bethesda.Core\Plugins\Records\Mapping\IInterfaceMapping.cs                                                                            1              0              6
.\mutagen-tmp\Mutagen.Bethesda.Core\Strings\DI\StringsModule.cs                                                                                             2              0              6
.\mutagen-tmp\Mutagen.Bethesda.Core\Strings\StringsFileFormat.cs                                                                                            2              6              6
.\mutagen-tmp\Mutagen.Bethesda.Core\Strings\StringsLanguageFormat.cs                                                                                        2              6              6
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Enums\Perspective.cs                                                                                                1              0              6
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\DualCastData.xml                                                                              0              0              6
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\GameSettingString.cs                                                                          2              0              6
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\PlacedArrow.cs                                                                                2              0              6
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\PlacedBarrier.cs                                                                              2              0              6
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\PlacedBeam.cs                                                                                 2              0              6
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\PlacedCone.cs                                                                                 2              0              6
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\PlacedFlame.cs                                                                                2              0              6
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\PlacedHazard.cs                                                                               2              0              6
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\PlacedMissile.cs                                                                              2              0              6
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\PlacedTrap.cs                                                                                 2              0              6
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\RecordTypes.cs                                                                                              2              0              6
.\MunitionAutoPatcher\Services\Implementations\IMutagenEnvironmentFactory.cs                                                                                1             10              5
.\MunitionAutoPatcher\obj\Release\net8.0-windows\MunitionAutoPatcher_zxrayouj_wpftmp.GlobalUsings.g.cs                                                      0              1              5
.\MunitionAutoPatcher\obj\Release\net8.0\MunitionAutoPatcher.GlobalUsings.g.cs                                                                              0              1              5
.\mutagen-tmp\Mutagen.Bethesda.Core\Installs\GameMetaData.cs                                                                                                2              0              5
.\mutagen-tmp\Mutagen.Bethesda.Core\Installs\GogGameSource.cs                                                                                               1              0              5
.\mutagen-tmp\Mutagen.Bethesda.Core\Installs\SteamGameSource.cs                                                                                             1              0              5
.\mutagen-tmp\Mutagen.Bethesda.Core\Installs\XboxGameSource.cs                                                                                              1              0              5
.\mutagen-tmp\Mutagen.Bethesda.Core\Plugins\Assets\IAssetCacheComponent.cs                                                                                  1              3              5
.\mutagen-tmp\Mutagen.Bethesda.Core\Plugins\Binary\Parameters\MastersListOrderingEnumOption.cs                                                              1              0              5
.\mutagen-tmp\Mutagen.Bethesda.Core\Plugins\Order\DI\IListingsProvider.cs                                                                                   1              6              5
.\mutagen-tmp\Mutagen.Bethesda.Core\Plugins\Records\IFormKeyGetter.cs                                                                                       1              3              5
.\mutagen-tmp\Mutagen.Bethesda.Core\Strings\IOptionalStringsKeyGetter.cs                                                                                    1              3              5
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\InternalsPermissions.cs                                                                                             1              0              5
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\FurnitureMarkerParameters.cs                                                                  1              0              5
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\PcLevelMult.cs                                                                                1              0              5
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\QuestLocationAlias.cs                                                                         1              0              5
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\QuestReferenceAlias.cs                                                                        2              0              5
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\SceneActionStartScene.cs                                                                      1              0              5
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\SceneActionTypicalType.cs                                                                     1              0              5
.\mutagen-tmp\Mutagen.Bethesda.Kernel\Plugins\IModKeyed.cs                                                                                                  1              3              5
.\MunitionAutoPatcher\Services\Implementations\IResourcedMutagenEnvironment.cs                                                                              1              4              4
.\mutagen-tmp\Mutagen.Bethesda.Core\Installs\IGameSource.cs                                                                                                 2              0              4
.\mutagen-tmp\Mutagen.Bethesda.Core\Pex\README.md                                                                                                           2              0              4
.\mutagen-tmp\Mutagen.Bethesda.Core\Plugins\Records\RecordTypeInts.cs                                                                                       1              0              4
.\mutagen-tmp\Mutagen.Bethesda.Core\Pex\DataTypes\UserFlag.cs                                                                                               1              0              3
.\mutagen-tmp\Mutagen.Bethesda.Core\Plugins\Binary\Streams\EncodingBundle.cs                                                                                2              0              3
.\tests\WeaponDataExtractorTests\obj\Release\net8.0-windows\.NETCoreApp,Version=v8.0.AssemblyAttributes.cs                                                  0              1              3
.\MunitionAutoPatcher\Properties\AssemblyInfo.cs                                                                                                            1              0              2
.\mutagen-tmp\Mutagen.Bethesda.Core\Fonts\FontMapping.cs                                                                                                    1              0              2
.\mutagen-tmp\Mutagen.Bethesda.Core\Properties\AssemblyInfo.cs                                                                                              1              0              2
.\MunitionAutoPatcher\obj\Debug\net8.0-windows\MunitionAutoPatcher_0m2u3exc_wpftmp.sourcelink.json                                                          0              0              1
.\MunitionAutoPatcher\obj\Debug\net8.0-windows\MunitionAutoPatcher_0nksnyeh_wpftmp.sourcelink.json                                                          0              0              1
.\MunitionAutoPatcher\obj\Debug\net8.0-windows\MunitionAutoPatcher_0u1u00uy_wpftmp.sourcelink.json                                                          0              0              1
.\MunitionAutoPatcher\obj\Debug\net8.0-windows\MunitionAutoPatcher_2otg0aic_wpftmp.sourcelink.json                                                          0              0              1
.\MunitionAutoPatcher\obj\Debug\net8.0-windows\MunitionAutoPatcher_aoff2zpr_wpftmp.sourcelink.json                                                          0              0              1
.\MunitionAutoPatcher\obj\Debug\net8.0-windows\MunitionAutoPatcher_b4t55zwl_wpftmp.sourcelink.json                                                          0              0              1
.\MunitionAutoPatcher\obj\Debug\net8.0-windows\MunitionAutoPatcher_bd3u0om1_wpftmp.sourcelink.json                                                          0              0              1
.\MunitionAutoPatcher\obj\Debug\net8.0-windows\MunitionAutoPatcher_cmbea144_wpftmp.sourcelink.json                                                          0              0              1
.\MunitionAutoPatcher\obj\Debug\net8.0-windows\MunitionAutoPatcher_du0fuvdn_wpftmp.sourcelink.json                                                          0              0              1
.\MunitionAutoPatcher\obj\Debug\net8.0-windows\MunitionAutoPatcher_eljwnzdn_wpftmp.sourcelink.json                                                          0              0              1
.\MunitionAutoPatcher\obj\Debug\net8.0-windows\MunitionAutoPatcher_fa55x2mq_wpftmp.sourcelink.json                                                          0              0              1
.\MunitionAutoPatcher\obj\Debug\net8.0-windows\MunitionAutoPatcher_gdm125it_wpftmp.sourcelink.json                                                          0              0              1
.\MunitionAutoPatcher\obj\Debug\net8.0-windows\MunitionAutoPatcher_gjgecgno_wpftmp.sourcelink.json                                                          0              0              1
.\MunitionAutoPatcher\obj\Debug\net8.0-windows\MunitionAutoPatcher_gyzqynsc_wpftmp.sourcelink.json                                                          0              0              1
.\MunitionAutoPatcher\obj\Debug\net8.0-windows\MunitionAutoPatcher_hn323co4_wpftmp.sourcelink.json                                                          0              0              1
.\MunitionAutoPatcher\obj\Debug\net8.0-windows\MunitionAutoPatcher_j2rptwlv_wpftmp.sourcelink.json                                                          0              0              1
.\MunitionAutoPatcher\obj\Debug\net8.0-windows\MunitionAutoPatcher_jh1ufwoh_wpftmp.sourcelink.json                                                          0              0              1
.\MunitionAutoPatcher\obj\Debug\net8.0-windows\MunitionAutoPatcher_jjkflfwy_wpftmp.sourcelink.json                                                          0              0              1
.\MunitionAutoPatcher\obj\Debug\net8.0-windows\MunitionAutoPatcher_jpmn241d_wpftmp.sourcelink.json                                                          0              0              1
.\MunitionAutoPatcher\obj\Debug\net8.0-windows\MunitionAutoPatcher_kfe4h4ll_wpftmp.sourcelink.json                                                          0              0              1
.\MunitionAutoPatcher\obj\Debug\net8.0-windows\MunitionAutoPatcher_kseqlxu2_wpftmp.sourcelink.json                                                          0              0              1
.\MunitionAutoPatcher\obj\Debug\net8.0-windows\MunitionAutoPatcher_l34hhpdd_wpftmp.sourcelink.json                                                          0              0              1
.\MunitionAutoPatcher\obj\Debug\net8.0-windows\MunitionAutoPatcher_lljiuyxb_wpftmp.sourcelink.json                                                          0              0              1
.\MunitionAutoPatcher\obj\Debug\net8.0-windows\MunitionAutoPatcher_m1fguzad_wpftmp.sourcelink.json                                                          0              0              1
.\MunitionAutoPatcher\obj\Debug\net8.0-windows\MunitionAutoPatcher_mc4x5aml_wpftmp.sourcelink.json                                                          0              0              1
.\MunitionAutoPatcher\obj\Debug\net8.0-windows\MunitionAutoPatcher_murkj0pm_wpftmp.sourcelink.json                                                          0              0              1
.\MunitionAutoPatcher\obj\Debug\net8.0-windows\MunitionAutoPatcher_mwnuck00_wpftmp.sourcelink.json                                                          0              0              1
.\MunitionAutoPatcher\obj\Debug\net8.0-windows\MunitionAutoPatcher_np0sne4f_wpftmp.sourcelink.json                                                          0              0              1
.\MunitionAutoPatcher\obj\Debug\net8.0-windows\MunitionAutoPatcher_nynhjvtu_wpftmp.sourcelink.json                                                          0              0              1
.\MunitionAutoPatcher\obj\Debug\net8.0-windows\MunitionAutoPatcher_o12d15ra_wpftmp.sourcelink.json                                                          0              0              1
.\MunitionAutoPatcher\obj\Debug\net8.0-windows\MunitionAutoPatcher_psraxksn_wpftmp.sourcelink.json                                                          0              0              1
.\MunitionAutoPatcher\obj\Debug\net8.0-windows\MunitionAutoPatcher_q51ldgsd_wpftmp.sourcelink.json                                                          0              0              1
.\MunitionAutoPatcher\obj\Debug\net8.0-windows\MunitionAutoPatcher_qj4x4vlj_wpftmp.sourcelink.json                                                          0              0              1
.\MunitionAutoPatcher\obj\Debug\net8.0-windows\MunitionAutoPatcher_r1pkgpc4_wpftmp.sourcelink.json                                                          0              0              1
.\MunitionAutoPatcher\obj\Debug\net8.0-windows\MunitionAutoPatcher_reo01sta_wpftmp.sourcelink.json                                                          0              0              1
.\MunitionAutoPatcher\obj\Debug\net8.0-windows\MunitionAutoPatcher_rmiighj0_wpftmp.sourcelink.json                                                          0              0              1
